
Standard & Poors 500 Index,Last: 3765.79,Change:  -25.14
"Date: October 5, 2022 at 1:16 PM EDT",Bid: 3765.29,Ask: 3766.6001,Size: 1*1,Volume: 0
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Wed Oct 05 2022,SPXW221005C02950000,840.1,0,812.8,818,0,4.4916,0.9996,0,1,2950.00,SPXW221005P02950000,0.25,0,0,0.05,0,3.976,-0.0004,0,739
Wed Oct 05 2022,SPXW221005C03000000,710.32,0,762.8,768,0,4.2031,0.9996,0,1,3000.00,SPXW221005P03000000,0.05,0,0,0.05,0,3.7188,-0.0004,0,11560
Wed Oct 05 2022,SPXW221005C03050000,0,0,712.8,718,0,3.9184,0.9995,0,0,3050.00,SPXW221005P03050000,0.05,0,0,0.05,0,3.4651,-0.0005,0,5883
Wed Oct 05 2022,SPXW221005C03100000,691.84,0,662.8,668,0,3.6372,0.9995,0,2,3100.00,SPXW221005P03100000,0.05,0,0,0.05,0,3.2145,-0.0005,0,3412
Wed Oct 05 2022,SPXW221005C03150000,0,0,612.8,618,0,3.3595,0.9994,0,0,3150.00,SPXW221005P03150000,0.1,0,0,0.05,0,2.9669,-0.0006,0,5410
Wed Oct 05 2022,SPXW221005C03200000,0,0,562.8,568,0,3.0848,0.9993,0,0,3200.00,SPXW221005P03200000,0.05,0,0,0.05,0,2.7221,-0.0007,0,10027
Wed Oct 05 2022,SPXW221005C03250000,0,0,512.8,518,0,2.813,0.9993,0,0,3250.00,SPXW221005P03250000,0.05,0,0,0.05,0,2.4798,-0.0007,0,14482
Wed Oct 05 2022,SPXW221005C03275000,0,0,487.8,493,0,2.6781,0.9992,0,0,3275.00,SPXW221005P03275000,0.05,0,0,0.05,0,2.3595,-0.0008,0,7380
Wed Oct 05 2022,SPXW221005C03300000,326.5,0,462.8,468,0,2.5438,0.9992,0,8,3300.00,SPXW221005P03300000,0.05,0,0,0.05,0,2.2398,-0.0008,0,17856
Wed Oct 05 2022,SPXW221005C03315000,0,0,447.8,453,0,2.4635,0.9991,0,0,3315.00,SPXW221005P03315000,0.07,0,0,0.05,0,2.1682,-0.0009,0,2588
Wed Oct 05 2022,SPXW221005C03320000,0,0,442.8,448,0,2.4367,0.9991,0,0,3320.00,SPXW221005P03320000,0.05,0,0,0.05,0,2.1444,-0.0009,0,2471
Wed Oct 05 2022,SPXW221005C03325000,448.18,0,437.8,443,0,2.41,0.9991,0,10,3325.00,SPXW221005P03325000,0.05,-0.025,0,0.05,10,2.1206,-0.0009,0,2174
Wed Oct 05 2022,SPXW221005C03330000,0,0,432.8,438,0,2.3834,0.9991,0,0,3330.00,SPXW221005P03330000,0.05,0,0,0.05,0,2.0968,-0.0009,0,400
Wed Oct 05 2022,SPXW221005C03335000,0,0,427.8,433,0,2.3567,0.9991,0,0,3335.00,SPXW221005P03335000,0.1,0,0,0.05,0,2.0731,-0.0009,0,1
Wed Oct 05 2022,SPXW221005C03340000,0,0,422.8,428,0,2.33,0.9991,0,0,3340.00,SPXW221005P03340000,0.1,0,0,0.05,0,2.0494,-0.0009,0,1117
Wed Oct 05 2022,SPXW221005C03345000,0,0,417.8,423,0,2.3034,0.999,0,0,3345.00,SPXW221005P03345000,0.07,0,0,0.05,0,2.0256,-0.001,0,5
Wed Oct 05 2022,SPXW221005C03350000,0,0,412.8,418,0,2.2768,0.999,0,0,3350.00,SPXW221005P03350000,0.05,0,0,0.05,0,2.0019,-0.001,0,1843
Wed Oct 05 2022,SPXW221005C03355000,0,0,407.8,413,0,2.2502,0.999,0,0,3355.00,SPXW221005P03355000,0,0,0,0.05,0,1.9782,-0.001,0,0
Wed Oct 05 2022,SPXW221005C03360000,0,0,402.8,408,0,2.2237,0.999,0,0,3360.00,SPXW221005P03360000,0.05,0,0,0.05,0,1.9546,-0.001,0,3357
Wed Oct 05 2022,SPXW221005C03365000,0,0,397.8,403,0,2.1971,0.999,0,0,3365.00,SPXW221005P03365000,0.07,0,0,0.05,0,1.9309,-0.001,0,1
Wed Oct 05 2022,SPXW221005C03370000,0,0,392.8,398,0,2.1706,0.999,0,0,3370.00,SPXW221005P03370000,0.05,0,0,0.05,0,1.9073,-0.001,0,10
Wed Oct 05 2022,SPXW221005C03375000,398.22,0,387.8,393,0,2.1441,0.999,0,1,3375.00,SPXW221005P03375000,0.1,0,0,0.05,0,1.8837,-0.001,0,2123
Wed Oct 05 2022,SPXW221005C03380000,393.27,0,382.8,388,0,2.1176,0.999,0,1,3380.00,SPXW221005P03380000,0.05,0,0,0.05,0,1.8601,-0.001,0,37
Wed Oct 05 2022,SPXW221005C03385000,0,0,377.8,383,0,2.0911,0.9989,0,0,3385.00,SPXW221005P03385000,0.07,0,0,0.05,0,1.8365,-0.0011,0,1
Wed Oct 05 2022,SPXW221005C03390000,0,0,372.8,378,0,2.0646,0.9989,0,0,3390.00,SPXW221005P03390000,0.07,0,0,0.05,0,1.8129,-0.0011,0,433
Wed Oct 05 2022,SPXW221005C03395000,0,0,367.8,373,0,2.0382,0.9989,0,0,3395.00,SPXW221005P03395000,0,0,0,0.05,0,1.7894,-0.0011,0,0
Wed Oct 05 2022,SPXW221005C03400000,379.77,0,362.8,368,0,2.0118,0.9989,0,1,3400.00,SPXW221005P03400000,0.05,-0.025,0,0.05,5,1.7658,-0.0011,0,4499
Wed Oct 05 2022,SPXW221005C03405000,0,0,357.8,363,0,1.9854,0.9989,0,0,3405.00,SPXW221005P03405000,0.1,0,0,0.05,0,1.7423,-0.0011,0,100
Wed Oct 05 2022,SPXW221005C03410000,0,0,352.8,358,0,1.9589,0.9988,0,0,3410.00,SPXW221005P03410000,0.1,0,0,0.05,0,1.7188,-0.0012,0,959
Wed Oct 05 2022,SPXW221005C03415000,0,0,347.8,353,0,1.9326,0.9988,0,0,3415.00,SPXW221005P03415000,0.1,0,0,0.05,0,1.6953,-0.0012,0,233
Wed Oct 05 2022,SPXW221005C03420000,0,0,342.8,348,0,1.9062,0.9988,0,0,3420.00,SPXW221005P03420000,0.07,0,0,0.05,0,1.6718,-0.0012,0,525
Wed Oct 05 2022,SPXW221005C03425000,0,0,337.8,343,0,1.8798,0.9988,0,0,3425.00,SPXW221005P03425000,0.1,0,0,0.05,0,1.6484,-0.0012,0,2291
Wed Oct 05 2022,SPXW221005C03430000,362.5,0,332.8,338,0,1.8534,0.9988,0,1,3430.00,SPXW221005P03430000,0.05,-0.025,0,0.05,10,1.6249,-0.0012,0,729
Wed Oct 05 2022,SPXW221005C03435000,0,0,327.8,333,0,1.8271,0.9988,0,0,3435.00,SPXW221005P03435000,0.05,-0.05,0,0.05,1176,1.6015,-0.0012,0,1211
Wed Oct 05 2022,SPXW221005C03440000,0,0,322.8,328,0,1.8008,0.9987,0,0,3440.00,SPXW221005P03440000,0.05,-0.05,0,0.05,15,1.578,-0.0013,0,805
Wed Oct 05 2022,SPXW221005C03445000,0,0,317.8,323,0,1.7744,0.9987,0,0,3445.00,SPXW221005P03445000,0.1,0,0,0.05,0,1.5546,-0.0013,0,1183
Wed Oct 05 2022,SPXW221005C03450000,376.9,0,312.8,318,0,1.7481,0.9987,0,2,3450.00,SPXW221005P03450000,0.05,-0.025,0,0.05,52,1.5312,-0.0013,0,3341
Wed Oct 05 2022,SPXW221005C03455000,0,0,307.8,313,0,1.7218,0.9987,0,0,3455.00,SPXW221005P03455000,0.05,-0.05,0,0.05,4,1.5078,-0.0013,0,106
Wed Oct 05 2022,SPXW221005C03460000,0,0,302.8,308,0,1.6955,0.9986,0,0,3460.00,SPXW221005P03460000,0.05,-0.05,0,0.05,1,1.4844,-0.0014,0,445
Wed Oct 05 2022,SPXW221005C03465000,0,0,297.8,303,0,1.6692,0.9986,0,0,3465.00,SPXW221005P03465000,0.05,-0.05,0,0.05,1,1.461,-0.0014,0,260
Wed Oct 05 2022,SPXW221005C03470000,0,0,292.8,298,0,1.6429,0.9986,0,0,3470.00,SPXW221005P03470000,0.05,-0.025,0,0.05,1,1.4376,-0.0014,0,344
Wed Oct 05 2022,SPXW221005C03475000,0,0,287.8,293,0,1.6167,0.9986,0,0,3475.00,SPXW221005P03475000,0.05,-0.075,0,0.05,9,1.4143,-0.0014,0,3681
Wed Oct 05 2022,SPXW221005C03480000,0,0,282.8,288,0,1.5904,0.9986,0,0,3480.00,SPXW221005P03480000,0.1,0,0,0.05,0,1.3909,-0.0014,0,331
Wed Oct 05 2022,SPXW221005C03485000,0,0,277.8,283,0,1.5641,0.9985,0,0,3485.00,SPXW221005P03485000,0.15,0,0,0.05,0,1.3675,-0.0015,0,375
Wed Oct 05 2022,SPXW221005C03490000,169.82,0,272.8,278,0,1.5378,0.9985,0,5,3490.00,SPXW221005P03490000,0.15,0,0,0.05,0,1.3442,-0.0015,0,776
Wed Oct 05 2022,SPXW221005C03495000,112.85,0,267.8,273,0,1.5116,0.9985,0,1,3495.00,SPXW221005P03495000,0.05,-0.075,0,0.05,16,1.3208,-0.0015,0,1405
Wed Oct 05 2022,SPXW221005C03500000,265.59,0,262.8,268,0,1.4853,0.9984,0,13,3500.00,SPXW221005P03500000,0.05,-0.075,0,0.05,44,1.2975,-0.0016,0,3584
Wed Oct 05 2022,SPXW221005C03505000,104.85,0,257.8,263,0,1.459,0.9984,0.0001,3,3505.00,SPXW221005P03505000,0.05,-0.1,0,0.05,12,1.2742,-0.0016,0.0001,293
Wed Oct 05 2022,SPXW221005C03510000,0,0,252.8,258,0,1.4328,0.9984,0.0001,0,3510.00,SPXW221005P03510000,0.05,-0.075,0,0.05,6,1.2508,-0.0016,0.0001,1129
Wed Oct 05 2022,SPXW221005C03515000,159.31,0,247.8,253,0,1.4065,0.9983,0.0001,2,3515.00,SPXW221005P03515000,0.05,-0.075,0,0.05,7,1.2275,-0.0017,0.0001,380
Wed Oct 05 2022,SPXW221005C03520000,106.13,0,242.8,248,0,1.3802,0.9983,0.0001,2,3520.00,SPXW221005P03520000,0.05,-0.1,0,0.05,160,1.2042,-0.0017,0.0001,738
Wed Oct 05 2022,SPXW221005C03525000,243.63,0,237.8,243,0,1.354,0.9983,0.0001,3,3525.00,SPXW221005P03525000,0.05,-0.125,0,0.05,52,1.1808,-0.0017,0.0001,1162
Wed Oct 05 2022,SPXW221005C03530000,238.58,0,232.8,238,0,1.3277,0.9982,0.0001,3,3530.00,SPXW221005P03530000,0.05,-0.125,0,0.05,34,1.1575,-0.0018,0.0001,330
Wed Oct 05 2022,SPXW221005C03535000,0,0,227.8,233,0,1.3014,0.9982,0.0001,0,3535.00,SPXW221005P03535000,0.05,-0.125,0,0.05,105,1.1342,-0.0018,0.0001,498
Wed Oct 05 2022,SPXW221005C03540000,233.46,0,222.8,228,0,1.2751,0.9982,0.0001,10,3540.00,SPXW221005P03540000,0.05,-0.15,0,0.05,51,1.1108,-0.0018,0.0001,680
Wed Oct 05 2022,SPXW221005C03545000,74.5,0,217.8,223,0,1.2488,0.9981,0.0001,7,3545.00,SPXW221005P03545000,0.05,-0.15,0,0.05,53,1.0875,-0.0019,0.0001,1933
Wed Oct 05 2022,SPXW221005C03550000,232.27,0,212.8,218,0,1.2226,0.9981,0.0001,5,3550.00,SPXW221005P03550000,0.05,-0.15,0,0.05,2070,1.0642,-0.0019,0.0001,2826
Wed Oct 05 2022,SPXW221005C03555000,221.77,0,207.8,213,0,1.1962,0.998,0.0001,12,3555.00,SPXW221005P03555000,0.05,-0.175,0,0.05,64,1.0408,-0.002,0.0001,766
Wed Oct 05 2022,SPXW221005C03560000,61.7,0,202.8,208,0,1.1699,0.998,0.0001,9,3560.00,SPXW221005P03560000,0.05,-0.2,0,0.05,59,1.0175,-0.002,0.0001,419
Wed Oct 05 2022,SPXW221005C03565000,221.6,0,197.8,203,0,1.1436,0.9979,0.0001,16,3565.00,SPXW221005P03565000,0.05,-0.2,0,0.05,67,0.9941,-0.0021,0.0001,340
Wed Oct 05 2022,SPXW221005C03570000,65.2,0,192.8,198,0,1.1172,0.9979,0.0001,8,3570.00,SPXW221005P03570000,0.05,-0.225,0,0.05,451,0.9708,-0.0021,0.0001,644
Wed Oct 05 2022,SPXW221005C03575000,217.78,0,187.8,193,0,1.0909,0.9978,0.0001,26,3575.00,SPXW221005P03575000,0.05,-0.25,0,0.05,287,0.9474,-0.0022,0.0001,1791
Wed Oct 05 2022,SPXW221005C03580000,206.52,0,182.8,188,0,1.0645,0.9977,0.0001,42,3580.00,SPXW221005P03580000,0.05,-0.275,0,0.05,848,0.924,-0.0023,0.0001,625
Wed Oct 05 2022,SPXW221005C03585000,193.16,0,178.5,183,0,1.0381,0.9977,0.0001,26,3585.00,SPXW221005P03585000,0.05,-0.3,0,0.05,281,0.9006,-0.0023,0.0001,551
Wed Oct 05 2022,SPXW221005C03590000,188.16,0,173.5,178,0,1.0117,0.9976,0.0001,36,3590.00,SPXW221005P03590000,0.05,-0.325,0,0.05,571,0.8772,-0.0024,0.0001,528
Wed Oct 05 2022,SPXW221005C03595000,191.03,0,168.5,173,0,0.9852,0.9975,0.0001,44,3595.00,SPXW221005P03595000,0.05,-0.35,0,0.05,314,0.8538,-0.0025,0.0001,529
Wed Oct 05 2022,SPXW221005C03600000,157,-24.25,163.5,168,26,0.9587,0.9974,0.0001,202,3600.00,SPXW221005P03600000,0.05,-0.375,0,0.05,2332,0.8304,-0.0026,0.0001,3921
Wed Oct 05 2022,SPXW221005C03605000,180.38,0,158.5,163,0,0.9322,0.9974,0.0001,51,3605.00,SPXW221005P03605000,0.05,-0.4,0,0.05,1577,0.8069,-0.0026,0.0001,677
Wed Oct 05 2022,SPXW221005C03610000,142.13,-29.17,153.5,158,2,0.9057,0.9973,0.0001,89,3610.00,SPXW221005P03610000,0.05,-0.45,0,0.05,1456,0.7835,-0.0027,0.0001,1111
Wed Oct 05 2022,SPXW221005C03615000,155.4,-10.95,147.8,153,20,0.8791,0.9971,0.0002,150,3615.00,SPXW221005P03615000,0.05,-0.5,0,0.05,1911,0.76,-0.0029,0.0002,833
Wed Oct 05 2022,SPXW221005C03620000,138.03,-23.32,145.4,146.3,9,0.8525,0.997,0.0002,237,3620.00,SPXW221005P03620000,0.05,-0.5,0,0.05,2305,0.7365,-0.003,0.0002,771
Wed Oct 05 2022,SPXW221005C03625000,108.64,-47.76,140.4,141.3,13,0.8258,0.9969,0.0002,251,3625.00,SPXW221005P03625000,0.05,-0.55,0,0.05,3430,0.7129,-0.0031,0.0002,1782
Wed Oct 05 2022,SPXW221005C03630000,126.26,-25.19,135.4,136.4,35,0.8355,0.9967,0.0002,166,3630.00,SPXW221005P03630000,0.07,-0.58,0,0.05,3096,0.6893,-0.0033,0.0002,1072
Wed Oct 05 2022,SPXW221005C03635000,121.34,-25.16,130.4,131.4,8,0.8078,0.9965,0.0002,149,3635.00,SPXW221005P03635000,0.05,-0.65,0,0.05,1837,0.6657,-0.0035,0.0002,633
Wed Oct 05 2022,SPXW221005C03640000,99.33,-42.22,125.4,126.4,18,0.78,0.9963,0.0002,194,3640.00,SPXW221005P03640000,0.05,-0.7,0,0.05,8902,0.6421,-0.0037,0.0002,1290
Wed Oct 05 2022,SPXW221005C03645000,112.93,-23.67,120.4,121.4,22,0.7522,0.996,0.0003,188,3645.00,SPXW221005P03645000,0.07,-0.78,0,0.1,4087,0.6611,-0.004,0.0003,1143
Wed Oct 05 2022,SPXW221005C03650000,115.7,-16,115.4,116.4,67,0.7243,0.9956,0.0003,852,3650.00,SPXW221005P03650000,0.07,-0.83,0,0.1,14759,0.636,-0.0044,0.0003,2969
Wed Oct 05 2022,SPXW221005C03655000,110,-16.8,110.4,111.3,46,0.6963,0.9952,0.0003,148,3655.00,SPXW221005P03655000,0.05,-0.95,0.05,0.1,6091,0.6378,-0.0048,0.0003,1393
Wed Oct 05 2022,SPXW221005C03660000,111.33,-10.57,105.4,106.4,60,0.6682,0.9946,0.0004,393,3660.00,SPXW221005P03660000,0.07,-1.03,0.05,0.1,18390,0.6117,-0.0054,0.0004,1684
Wed Oct 05 2022,SPXW221005C03665000,107.42,-9.58,100.5,101.4,52,0.6637,0.994,0.0004,163,3665.00,SPXW221005P03665000,0.1,-1.1,0.05,0.15,10775,0.6052,-0.006,0.0004,1628
Wed Oct 05 2022,SPXW221005C03670000,102.39,-9.71,95.5,96.4,72,0.6346,0.9931,0.0005,311,3670.00,SPXW221005P03670000,0.1,-1.25,0.05,0.15,11662,0.5782,-0.0069,0.0005,1404
Wed Oct 05 2022,SPXW221005C03675000,93.55,-13.75,90.5,91.4,124,0.6055,0.992,0.0006,588,3675.00,SPXW221005P03675000,0.12,-1.405,0.1,0.15,19236,0.5664,-0.008,0.0006,2447
Wed Oct 05 2022,SPXW221005C03680000,90.5,-12,85.5,86.5,1441,0.5941,0.9905,0.0007,169,3680.00,SPXW221005P03680000,0.1,-1.625,0.1,0.15,17116,0.5387,-0.0095,0.0007,1490
Wed Oct 05 2022,SPXW221005C03685000,80.77,-16.93,80.5,81.5,97,0.564,0.9886,0.0008,283,3685.00,SPXW221005P03685000,0.14,-1.81,0.1,0.2,13463,0.523,-0.0114,0.0008,1420
Wed Oct 05 2022,SPXW221005C03690000,77.5,-15.5,75.6,76.5,1722,0.5483,0.986,0.001,1270,3690.00,SPXW221005P03690000,0.2,-2.05,0.15,0.2,16983,0.5049,-0.014,0.001,2567
Wed Oct 05 2022,SPXW221005C03695000,61,-27.35,70.6,71.6,201,0.5298,0.9827,0.0013,198,3695.00,SPXW221005P03695000,0.25,-2.35,0.2,0.25,11542,0.4932,-0.0173,0.0013,892
Wed Oct 05 2022,SPXW221005C03700000,65.28,-18.42,65.7,66.5,1364,0.509,0.9782,0.0016,2357,3700.00,SPXW221005P03700000,0.3,-2.65,0.25,0.3,47149,0.4774,-0.0218,0.0016,5032
Wed Oct 05 2022,SPXW221005C03705000,66.07,-12.88,60.7,61.7,283,0.4861,0.9724,0.002,588,3705.00,SPXW221005P03705000,0.37,-3.03,0.35,0.4,8618,0.4696,-0.0276,0.002,504
Wed Oct 05 2022,SPXW221005C03710000,60.22,-14.48,55.8,56.8,747,0.4697,0.9646,0.0025,480,3710.00,SPXW221005P03710000,0.46,-3.44,0.4,0.5,13818,0.4514,-0.0354,0.0025,842
Wed Oct 05 2022,SPXW221005C03715000,54.58,-15.62,50.9,51.9,587,0.4563,0.9545,0.0032,286,3715.00,SPXW221005P03715000,0.6,-3.85,0.55,0.65,10772,0.4414,-0.0455,0.0032,1391
Wed Oct 05 2022,SPXW221005C03720000,49.1,-16.8,46.1,47.1,1604,0.438,0.9411,0.004,456,3720.00,SPXW221005P03720000,0.8,-4.3,0.7,0.8,19404,0.4254,-0.0589,0.004,1640
Wed Oct 05 2022,SPXW221005C03725000,40.45,-21.15,41.3,42.2,2386,0.4254,0.9236,0.005,401,3725.00,SPXW221005P03725000,1,-4.85,0.95,1.05,19735,0.415,-0.0764,0.005,3271
Wed Oct 05 2022,SPXW221005C03730000,37.5,-19.9,36.6,37.5,5048,0.4106,0.9009,0.0062,461,3730.00,SPXW221005P03730000,1.35,-5.35,1.3,1.35,15988,0.404,-0.0991,0.0062,2268
Wed Oct 05 2022,SPXW221005C03735000,31.48,-21.87,32.1,33.1,4991,0.4,0.8714,0.0077,342,3735.00,SPXW221005P03735000,1.71,-5.89,1.7,1.8,10618,0.3927,-0.1286,0.0077,598
Wed Oct 05 2022,SPXW221005C03740000,27.1,-22.3,27.7,28.8,9406,0.39,0.834,0.0093,470,3740.00,SPXW221005P03740000,2.45,-6.25,2.3,2.4,10794,0.3838,-0.166,0.0093,829
Wed Oct 05 2022,SPXW221005C03745000,23,-22.6,23.5,24.6,6571,0.381,0.7873,0.0111,386,3745.00,SPXW221005P03745000,3.2,-6.7,3.1,3.2,7283,0.3782,-0.2127,0.0111,546
Wed Oct 05 2022,SPXW221005C03750000,20,-21.9,19.8,20.3,19327,0.373,0.7311,0.0128,960,3750.00,SPXW221005P03750000,4.2,-6.95,4.1,4.3,15216,0.3684,-0.2689,0.0128,2997
Wed Oct 05 2022,SPXW221005C03755000,15.93,-22.47,16.1,16.9,7747,0.3697,0.6654,0.0144,400,3755.00,SPXW221005P03755000,5.5,-7.15,5.5,5.6,6073,0.3635,-0.3346,0.0144,1214
Wed Oct 05 2022,SPXW221005C03760000,12.78,-22.22,13,13.3,19113,0.363,0.5918,0.0156,1387,3760.00,SPXW221005P03760000,7.4,-6.8,7.2,7.4,4790,0.3572,-0.4082,0.0156,950
Wed Oct 05 2022,SPXW221005C03765000,10.15,-21.6,10.1,10.4,14781,0.3556,0.5126,0.0162,1313,3765.00,SPXW221005P03765000,9.6,-6.4,9.3,9.5,2451,0.3518,-0.4874,0.0162,611
Wed Oct 05 2022,SPXW221005C03770000,7.77,-20.88,7.6,7.8,17807,0.3519,0.4308,0.0162,822,3770.00,SPXW221005P03770000,12.22,-5.68,11.6,12.1,2772,0.348,-0.5692,0.0162,787
Wed Oct 05 2022,SPXW221005C03775000,5.8,-19.95,5.7,5.8,17128,0.3479,0.3503,0.0155,4008,3775.00,SPXW221005P03775000,15.39,-4.56,14.5,15.2,1020,0.3438,-0.6497,0.0155,925
Wed Oct 05 2022,SPXW221005C03780000,4.07,-18.98,4,4.2,25167,0.344,0.2752,0.014,1022,3780.00,SPXW221005P03780000,18.54,-3.71,18.1,18.4,723,0.3394,-0.7248,0.014,436
Wed Oct 05 2022,SPXW221005C03785000,2.85,-17.6,2.8,2.95,15492,0.3443,0.2093,0.0121,984,3785.00,SPXW221005P03785000,22.34,-2.41,21.8,22.3,266,0.339,-0.7907,0.0121,753
Wed Oct 05 2022,SPXW221005C03790000,1.9,-16.15,1.9,2,20904,0.3447,0.1551,0.01,539,3790.00,SPXW221005P03790000,26.52,-0.83,25.7,26.5,285,0.3443,-0.8449,0.01,366
Wed Oct 05 2022,SPXW221005C03795000,1.3,-14.55,1.25,1.35,12061,0.3454,0.1129,0.008,731,3795.00,SPXW221005P03795000,24.75,-5.35,30.1,30.9,103,0.3373,-0.8871,0.008,201
Wed Oct 05 2022,SPXW221005C03800000,0.9,-12.9,0.85,0.9,32612,0.3495,0.0812,0.0062,2920,3800.00,SPXW221005P03800000,35.5,2.4,34.8,35.3,446,0.3363,-0.9188,0.0062,1060
Wed Oct 05 2022,SPXW221005C03805000,0.6,-11.35,0.55,0.65,11252,0.3562,0.0579,0.0047,1901,3805.00,SPXW221005P03805000,35.51,-0.69,39.2,40.2,91,0.3351,-0.9421,0.0047,114
Wed Oct 05 2022,SPXW221005C03810000,0.4,-9.85,0.35,0.45,12729,0.3616,0.0409,0.0035,2234,3810.00,SPXW221005P03810000,40.2,0.7,44.2,45,292,0.3423,-0.9591,0.0035,366
Wed Oct 05 2022,SPXW221005C03815000,0.27,-8.48,0.25,0.3,8121,0.3696,0.0287,0.0026,1137,3815.00,SPXW221005P03815000,50.08,7.08,48.9,49.9,849,0.3344,-0.9713,0.0026,93
Wed Oct 05 2022,SPXW221005C03820000,0.17,-7.23,0.15,0.2,12132,0.3733,0.0202,0.0019,1134,3820.00,SPXW221005P03820000,52,5.35,53.8,54.8,980,0.3126,-0.9798,0.0019,57
Wed Oct 05 2022,SPXW221005C03825000,0.12,-6.08,0.1,0.15,10250,0.3837,0.0145,0.0014,1730,3825.00,SPXW221005P03825000,61.97,11.57,58.9,59.7,825,0,-0.9855,0.0014,45
Wed Oct 05 2022,SPXW221005C03830000,0.05,-5.15,0.05,0.1,10161,0.3854,0.0107,0.001,1371,3830.00,SPXW221005P03830000,64.69,10.24,63.7,64.7,947,0,-0.9893,0.001,201
Wed Oct 05 2022,SPXW221005C03835000,0.07,-4.23,0.05,0.1,6511,0.4114,0.0082,0.0008,964,3835.00,SPXW221005P03835000,78.59,20.04,68.7,69.7,19,0,-0.9918,0.0008,69
Wed Oct 05 2022,SPXW221005C03840000,0.07,-3.53,0,0.05,7457,0.3884,0.0066,0.0006,1035,3840.00,SPXW221005P03840000,82,19.2,73.7,74.7,221,0,-0.9934,0.0006,221
Wed Oct 05 2022,SPXW221005C03845000,0.05,-2.9,0,0.05,5167,0.4116,0.0055,0.0005,883,3845.00,SPXW221005P03845000,76.7,9.55,78.7,79.6,12,0,-0.9945,0.0005,82
Wed Oct 05 2022,SPXW221005C03850000,0.05,-2.4,0,0.05,7992,0.4347,0.0048,0.0004,2120,3850.00,SPXW221005P03850000,92.6,21,83.7,84.6,19,0,-0.9952,0.0004,680
Wed Oct 05 2022,SPXW221005C03855000,0.05,-1.95,0,0.05,2822,0.4576,0.0043,0.0004,1352,3855.00,SPXW221005P03855000,128.67,52.47,88.7,89.6,1,0,-0.9957,0.0004,60
Wed Oct 05 2022,SPXW221005C03860000,0.05,-1.575,0,0.05,2915,0.4804,0.0039,0.0003,962,3860.00,SPXW221005P03860000,104.2,23.4,93.7,94.6,4,0,-0.9961,0.0003,49
Wed Oct 05 2022,SPXW221005C03865000,0.05,-1.25,0,0.05,1414,0.5031,0.0037,0.0003,1382,3865.00,SPXW221005P03865000,109.3,23.8,98.7,99.6,4,0,-0.9963,0.0003,68
