
S&P 500 INDEX,Last: 4774.2402,Change:  -0.5098
"Date: December 27, 2023 at 2:36 PM EST",Bid: 4773.5298,Ask: 4775.3701,Size: 1*1,Volume: 0
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Wed Dec 27 2023,SPXW231227C03800000,0,0,974.5,975.4,0,5.2389,0.9996,0,0,3800.00,SPXW231227P03800000,0.05,0,0,0.05,0,4.9183,-0.0004,0,4998
Wed Dec 27 2023,SPXW231227C03850000,878.24,0,924.5,925.4,0,4.9566,0.9996,0,57,3850.00,SPXW231227P03850000,0.15,0,0,0.05,0,4.6536,-0.0004,0,1562
Wed Dec 27 2023,SPXW231227C03900000,876.86,-2.99,874.5,875.4,1,4.6774,0.9995,0,53,3900.00,SPXW231227P03900000,0.1,0,0,0.05,0,4.3917,-0.0005,0,8989
Wed Dec 27 2023,SPXW231227C03950000,826.6,-3.25,824.5,825.4,1,4.401,0.9995,0,1,3950.00,SPXW231227P03950000,0.1,0,0,0.05,0,4.1323,-0.0005,0,917
Wed Dec 27 2023,SPXW231227C04000000,775.9,-4,774.5,775.4,1,4.1273,0.9994,0,46,4000.00,SPXW231227P04000000,0.1,0,0,0.05,0,3.8754,-0.0006,0,4815
Wed Dec 27 2023,SPXW231227C04025000,0,0,749.5,750.4,0,3.9914,0.9994,0,0,4025.00,SPXW231227P04025000,0.05,0,0,0.05,0,3.7478,-0.0006,0,902
Wed Dec 27 2023,SPXW231227C04050000,726.52,-3.38,724.5,725.4,1,3.8562,0.9994,0,1,4050.00,SPXW231227P04050000,0.05,0,0,0.05,0,3.6207,-0.0006,0,1595
Wed Dec 27 2023,SPXW231227C04075000,702.47,0,699.5,700.4,0,3.7215,0.9994,0,2,4075.00,SPXW231227P04075000,0.1,0,0,0.05,0,3.4942,-0.0006,0,200
Wed Dec 27 2023,SPXW231227C04100000,676.27,-3.63,674.5,675.4,1,3.5874,0.9993,0,1,4100.00,SPXW231227P04100000,0.05,0,0,0.05,0,3.3682,-0.0007,0,2110
Wed Dec 27 2023,SPXW231227C04125000,601.99,0,649.5,650.4,0,3.4539,0.9993,0,85,4125.00,SPXW231227P04125000,0.05,0,0,0.05,0,3.2427,-0.0007,0,1470
Wed Dec 27 2023,SPXW231227C04150000,626.62,-3.28,624.5,625.4,2,3.3209,0.9993,0,2,4150.00,SPXW231227P04150000,0.05,0,0,0.05,0,3.1177,-0.0007,0,2457
Wed Dec 27 2023,SPXW231227C04175000,600.69,-4.21,599.5,600.4,1,3.1884,0.9992,0,1,4175.00,SPXW231227P04175000,0.05,0,0,0.05,0,2.9932,-0.0008,0,1759
Wed Dec 27 2023,SPXW231227C04200000,573.19,-6.71,574.5,575.4,2,3.0564,0.9992,0,3,4200.00,SPXW231227P04200000,0.05,0,0,0.05,0,2.869,-0.0008,0,5915
Wed Dec 27 2023,SPXW231227C04225000,559.76,4.86,549.5,550.4,2,2.9249,0.9991,0,2,4225.00,SPXW231227P04225000,0.05,0,0,0.05,0,2.7453,-0.0009,0,1624
Wed Dec 27 2023,SPXW231227C04250000,532.19,2.29,524.5,525.4,3,2.7939,0.9991,0,4,4250.00,SPXW231227P04250000,0.05,0,0,0.05,0,2.622,-0.0009,0,3745
Wed Dec 27 2023,SPXW231227C04275000,497.38,-7.52,499.5,500.4,1,2.6632,0.999,0,1,4275.00,SPXW231227P04275000,0.05,0.025,0,0.05,2,2.4991,-0.001,0,1869
Wed Dec 27 2023,SPXW231227C04280000,498.91,-0.99,494.5,495.4,7,2.6371,0.999,0,8,4280.00,SPXW231227P04280000,0.2,0,0,0.05,0,2.4745,-0.001,0,87
Wed Dec 27 2023,SPXW231227C04290000,488.36,-1.54,484.5,485.4,1,2.585,0.999,0,1,4290.00,SPXW231227P04290000,0.05,0,0,0.05,0,2.4255,-0.001,0,542
Wed Dec 27 2023,SPXW231227C04300000,461.24,0,474.5,475.4,0,2.533,0.999,0,1,4300.00,SPXW231227P04300000,0.05,-0.025,0,0.05,1,2.3765,-0.001,0,2668
Wed Dec 27 2023,SPXW231227C04310000,464.71,0,464.5,465.4,0,2.481,0.999,0,14,4310.00,SPXW231227P04310000,0.05,0,0,0.05,0,2.3275,-0.001,0,266
Wed Dec 27 2023,SPXW231227C04320000,450,-9.95,454.5,455.4,4,2.429,0.9989,0,22,4320.00,SPXW231227P04320000,0.05,0,0,0.05,2,2.2786,-0.0011,0,685
Wed Dec 27 2023,SPXW231227C04325000,397.99,0,449.5,450.4,0,2.403,0.9989,0,8,4325.00,SPXW231227P04325000,0.05,0,0,0.05,2,2.2542,-0.0011,0,1343
Wed Dec 27 2023,SPXW231227C04330000,387.78,0,444.5,445.4,0,2.3771,0.9989,0,18,4330.00,SPXW231227P04330000,0.05,-0.025,0,0.05,5,2.2298,-0.0011,0,198
Wed Dec 27 2023,SPXW231227C04340000,259.55,0,434.5,435.4,0,2.3253,0.9989,0,47,4340.00,SPXW231227P04340000,0.05,0,0,0.05,0,2.181,-0.0011,0,78
Wed Dec 27 2023,SPXW231227C04350000,421.7,0,424.5,425.4,0,2.2735,0.9988,0,3,4350.00,SPXW231227P04350000,0.05,0,0,0.05,8,2.1322,-0.0012,0,2327
Wed Dec 27 2023,SPXW231227C04360000,422.87,2.92,414.5,415.4,36,2.2217,0.9988,0,36,4360.00,SPXW231227P04360000,0.05,0,0,0.05,1,2.0835,-0.0012,0,112
Wed Dec 27 2023,SPXW231227C04370000,400.22,-9.73,404.5,405.4,6,2.17,0.9988,0,12,4370.00,SPXW231227P04370000,0.05,-0.025,0,0.05,2,2.0348,-0.0012,0,297
Wed Dec 27 2023,SPXW231227C04375000,400.03,-4.92,399.5,400.4,3,2.1442,0.9988,0,145,4375.00,SPXW231227P04375000,0.05,-0.025,0,0.05,1,2.0105,-0.0012,0,502
Wed Dec 27 2023,SPXW231227C04380000,387.16,0,394.5,395.4,0,2.1184,0.9988,0,11,4380.00,SPXW231227P04380000,0.05,0,0,0.05,0,1.9862,-0.0012,0,119
Wed Dec 27 2023,SPXW231227C04385000,390.05,-4.9,389.5,390.4,3,2.0926,0.9987,0,5,4385.00,SPXW231227P04385000,0.05,-0.025,0,0.05,1,1.9618,-0.0013,0,122
Wed Dec 27 2023,SPXW231227C04390000,386.96,-2.99,384.5,385.4,1,2.0667,0.9987,0,17,4390.00,SPXW231227P04390000,0.05,-0.025,0,0.05,7,1.9376,-0.0013,0,96
Wed Dec 27 2023,SPXW231227C04395000,386.08,1.13,379.5,380.4,10,2.041,0.9987,0,10,4395.00,SPXW231227P04395000,0.05,0,0,0.05,0,1.9132,-0.0013,0,218
Wed Dec 27 2023,SPXW231227C04400000,381.34,1.39,374.5,375.4,19,2.0152,0.9987,0,27,4400.00,SPXW231227P04400000,0.05,0,0,0.05,0,1.889,-0.0013,0,1094
Wed Dec 27 2023,SPXW231227C04405000,377.84,2.84,369.5,370.4,16,1.9894,0.9987,0,16,4405.00,SPXW231227P04405000,0.05,0,0,0.05,0,1.8647,-0.0013,0,117
Wed Dec 27 2023,SPXW231227C04410000,359.58,-10.42,364.5,365.4,13,1.9636,0.9986,0,14,4410.00,SPXW231227P04410000,0.05,0,0,0.05,0,1.8404,-0.0014,0,236
Wed Dec 27 2023,SPXW231227C04415000,357.45,-7.55,359.5,360.4,37,1.9378,0.9986,0,37,4415.00,SPXW231227P04415000,0.05,-0.025,0,0.05,1,1.8162,-0.0014,0,68
Wed Dec 27 2023,SPXW231227C04420000,363.33,3.33,354.5,355.4,5,1.9121,0.9986,0,10,4420.00,SPXW231227P04420000,0.05,0,0,0.05,0,1.7919,-0.0014,0,603
Wed Dec 27 2023,SPXW231227C04425000,356.86,1.86,349.5,350.4,1,1.8863,0.9986,0,19,4425.00,SPXW231227P04425000,0.05,0,0,0.05,0,1.7676,-0.0014,0,2493
Wed Dec 27 2023,SPXW231227C04430000,352.82,2.82,344.5,345.4,7,1.8606,0.9986,0,17,4430.00,SPXW231227P04430000,0.05,0,0,0.05,0,1.7434,-0.0014,0,1577
Wed Dec 27 2023,SPXW231227C04435000,343.76,-1.24,339.5,340.4,5,1.8348,0.9986,0,5,4435.00,SPXW231227P04435000,0.05,0,0,0.05,0,1.7191,-0.0014,0,348
Wed Dec 27 2023,SPXW231227C04440000,342.87,2.87,334.5,335.4,9,1.8091,0.9985,0,17,4440.00,SPXW231227P04440000,0.05,0,0,0.05,0,1.6949,-0.0015,0,242
Wed Dec 27 2023,SPXW231227C04445000,334.36,0,329.5,330.4,0,1.7834,0.9985,0,16,4445.00,SPXW231227P04445000,0.05,0,0,0.05,0,1.6707,-0.0015,0,1633
Wed Dec 27 2023,SPXW231227C04450000,330.99,0.99,324.5,325.4,6,1.7576,0.9985,0,33,4450.00,SPXW231227P04450000,0.05,0,0,0.05,0,1.6464,-0.0015,0,2139
Wed Dec 27 2023,SPXW231227C04455000,327.77,2.77,319.5,320.4,1,1.7319,0.9985,0,11,4455.00,SPXW231227P04455000,0.05,0,0,0.05,0,1.6222,-0.0015,0,319
Wed Dec 27 2023,SPXW231227C04460000,312.83,-7.17,314.5,315.4,45,1.7062,0.9984,0,46,4460.00,SPXW231227P04460000,0.05,0,0,0.05,0,1.598,-0.0016,0,759
Wed Dec 27 2023,SPXW231227C04465000,314.85,-0.15,309.5,310.4,5,1.6804,0.9984,0,25,4465.00,SPXW231227P04465000,0.05,0,0,0.05,0,1.5738,-0.0016,0,309
Wed Dec 27 2023,SPXW231227C04470000,308.21,-1.79,304.5,305.4,1,1.6547,0.9984,0,39,4470.00,SPXW231227P04470000,0.05,-0.025,0,0.05,2,1.5495,-0.0016,0,777
Wed Dec 27 2023,SPXW231227C04475000,306.94,1.94,299.5,300.4,5,1.629,0.9984,0,15,4475.00,SPXW231227P04475000,0.05,-0.025,0,0.05,1538,1.5253,-0.0016,0,2693
Wed Dec 27 2023,SPXW231227C04480000,302.62,2.62,294.5,295.4,4,1.6033,0.9983,0,36,4480.00,SPXW231227P04480000,0.07,0,0,0.05,0,1.5011,-0.0017,0,129
Wed Dec 27 2023,SPXW231227C04485000,297.87,2.87,289.5,290.4,3,1.5775,0.9983,0,3,4485.00,SPXW231227P04485000,0.05,0,0,0.05,0,1.4768,-0.0017,0,214
Wed Dec 27 2023,SPXW231227C04490000,283.72,-6.28,284.5,285.4,2,1.5518,0.9983,0.0001,4,4490.00,SPXW231227P04490000,0.05,0,0,0.05,0,1.4526,-0.0017,0.0001,615
Wed Dec 27 2023,SPXW231227C04495000,117.75,0,279.5,280.4,0,1.5261,0.9982,0.0001,7,4495.00,SPXW231227P04495000,0.05,0,0,0.05,0,1.4284,-0.0018,0.0001,241
Wed Dec 27 2023,SPXW231227C04500000,280.24,0.24,274.5,275.4,14,1.5004,0.9982,0.0001,214,4500.00,SPXW231227P04500000,0.05,-0.025,0,0.05,13,1.4042,-0.0018,0.0001,3011
Wed Dec 27 2023,SPXW231227C04505000,272.6,0,269.5,270.4,0,1.4746,0.9982,0.0001,2,4505.00,SPXW231227P04505000,0.1,0,0,0.05,0,1.3799,-0.0018,0.0001,268
Wed Dec 27 2023,SPXW231227C04510000,269.73,0,264.5,265.4,0,1.4489,0.9981,0.0001,52,4510.00,SPXW231227P04510000,0.3,0,0,0.05,0,1.3557,-0.0019,0.0001,1666
Wed Dec 27 2023,SPXW231227C04515000,255.23,0,259.5,260.4,0,1.4231,0.9981,0.0001,5,4515.00,SPXW231227P04515000,0.1,0,0,0.05,0,1.3314,-0.0019,0.0001,198
Wed Dec 27 2023,SPXW231227C04520000,256.33,-3.67,254.5,255.4,1,1.3974,0.9981,0.0001,8,4520.00,SPXW231227P04520000,0.05,0,0,0.05,0,1.3072,-0.0019,0.0001,273
Wed Dec 27 2023,SPXW231227C04525000,251.28,-3.72,249.5,250.4,1,1.3716,0.998,0.0001,136,4525.00,SPXW231227P04525000,0.05,-0.05,0,0.05,109,1.283,-0.002,0.0001,1030
Wed Dec 27 2023,SPXW231227C04530000,251.39,1.39,244.5,245.4,3,1.3459,0.998,0.0001,51,4530.00,SPXW231227P04530000,0.05,0,0,0.05,0,1.2587,-0.002,0.0001,1100
Wed Dec 27 2023,SPXW231227C04535000,237.53,-7.47,239.5,240.4,4,1.3201,0.998,0.0001,28,4535.00,SPXW231227P04535000,0.05,0,0,0.05,0,1.2344,-0.002,0.0001,333
Wed Dec 27 2023,SPXW231227C04540000,235.13,-4.87,234.5,235.4,1,1.2943,0.9979,0.0001,912,4540.00,SPXW231227P04540000,0.05,0,0,0.05,0,1.2102,-0.0021,0.0001,219
Wed Dec 27 2023,SPXW231227C04545000,227.53,-7.47,229.5,230.4,2,1.2685,0.9979,0.0001,200,4545.00,SPXW231227P04545000,0.05,0,0,0.05,0,1.1859,-0.0021,0.0001,1190
Wed Dec 27 2023,SPXW231227C04550000,224.62,-5.38,224.5,225.4,1,1.2427,0.9978,0.0001,1785,4550.00,SPXW231227P04550000,0.05,-0.025,0,0.05,11,1.1616,-0.0022,0.0001,4309
Wed Dec 27 2023,SPXW231227C04555000,217.48,-7.52,219.5,220.4,4,1.2169,0.9978,0.0001,282,4555.00,SPXW231227P04555000,0.05,-0.025,0,0.05,2,1.1373,-0.0022,0.0001,652
Wed Dec 27 2023,SPXW231227C04560000,212.5,-7.5,214.5,215.4,2,1.1911,0.9977,0.0001,637,4560.00,SPXW231227P04560000,0.05,0,0,0.05,0,1.113,-0.0023,0.0001,3344
Wed Dec 27 2023,SPXW231227C04565000,199.93,0,209.5,210.4,0,1.1652,0.9977,0.0001,412,4565.00,SPXW231227P04565000,0.05,-0.075,0,0.05,1,1.0886,-0.0023,0.0001,672
Wed Dec 27 2023,SPXW231227C04570000,208.06,-1.94,204.5,205.4,10,1.1394,0.9976,0.0001,94,4570.00,SPXW231227P04570000,0.05,-0.075,0,0.05,2,1.0643,-0.0024,0.0001,1827
Wed Dec 27 2023,SPXW231227C04575000,194.29,0,199.5,200.4,0,1.1135,0.9976,0.0001,254,4575.00,SPXW231227P04575000,0.05,-0.075,0,0.05,46,1.04,-0.0024,0.0001,634
Wed Dec 27 2023,SPXW231227C04580000,196.82,-3.23,194.5,195.4,20,1.0876,0.9975,0.0001,102,4580.00,SPXW231227P04580000,0.05,-0.075,0,0.05,3,1.0156,-0.0025,0.0001,621
Wed Dec 27 2023,SPXW231227C04585000,187.59,0,189.5,190.4,0,1.0617,0.9974,0.0001,280,4585.00,SPXW231227P04585000,0.12,0,0,0.05,0,0.9912,-0.0026,0.0001,491
Wed Dec 27 2023,SPXW231227C04590000,176.49,0,184.5,185.4,0,1.0358,0.9974,0.0001,114,4590.00,SPXW231227P04590000,0.05,-0.075,0,0.05,15,0.9668,-0.0026,0.0001,411
Wed Dec 27 2023,SPXW231227C04595000,176.14,-8.91,179.5,180.4,1,1.0098,0.9973,0.0001,402,4595.00,SPXW231227P04595000,0.05,-0.075,0,0.05,5,0.9424,-0.0027,0.0001,2220
Wed Dec 27 2023,SPXW231227C04600000,169.42,-10.63,174.5,175.4,7,0.9839,0.9972,0.0001,832,4600.00,SPXW231227P04600000,0.05,-0.075,0,0.05,5,0.9179,-0.0028,0.0001,7146
Wed Dec 27 2023,SPXW231227C04605000,180.38,0,169.5,170.4,0,0.9579,0.9972,0.0001,84,4605.00,SPXW231227P04605000,0.12,0,0,0.05,0,0.8934,-0.0028,0.0001,681
Wed Dec 27 2023,SPXW231227C04610000,166.33,-3.72,164.5,165.4,12,0.9318,0.9971,0.0001,107,4610.00,SPXW231227P04610000,0.07,0,0,0.05,0,0.869,-0.0029,0.0001,2700
Wed Dec 27 2023,SPXW231227C04615000,161.28,-3.77,159.5,160.4,11,0.9058,0.997,0.0001,52,4615.00,SPXW231227P04615000,0.05,-0.075,0,0.05,4,0.8444,-0.003,0.0001,729
Wed Dec 27 2023,SPXW231227C04620000,158.81,-1.29,154.5,155.4,36,0.8797,0.9969,0.0002,70,4620.00,SPXW231227P04620000,0.05,-0.075,0,0.05,18,0.8199,-0.0031,0.0002,613
Wed Dec 27 2023,SPXW231227C04625000,147.27,-7.83,149.5,150.4,15,0.8535,0.9968,0.0002,1261,4625.00,SPXW231227P04625000,0.1,0,0,0.05,0,0.7953,-0.0032,0.0002,4863
Wed Dec 27 2023,SPXW231227C04630000,151.51,1.41,144.5,145.4,14,0.8274,0.9967,0.0002,84,4630.00,SPXW231227P04630000,0.05,-0.075,0,0.05,30,0.7707,-0.0033,0.0002,1089
Wed Dec 27 2023,SPXW231227C04635000,136.08,-9.02,139.5,140.4,8,0.8011,0.9966,0.0002,64,4635.00,SPXW231227P04635000,0.05,-0.075,0,0.05,40,0.746,-0.0034,0.0002,604
Wed Dec 27 2023,SPXW231227C04640000,131,-9.1,134.5,135.4,640,0.7749,0.9965,0.0002,739,4640.00,SPXW231227P04640000,0.05,-0.075,0,0.05,114,0.7213,-0.0035,0.0002,6176
Wed Dec 27 2023,SPXW231227C04645000,134.26,-0.84,129.5,130.4,5,0.7486,0.9964,0.0002,93,4645.00,SPXW231227P04645000,0.05,-0.075,0,0.05,83,0.6966,-0.0036,0.0002,1201
Wed Dec 27 2023,SPXW231227C04650000,120.77,-9.33,124.5,125.4,112,0.7758,0.9963,0.0002,5719,4650.00,SPXW231227P04650000,0.05,-0.075,0,0.05,1414,0.6718,-0.0037,0.0002,11856
Wed Dec 27 2023,SPXW231227C04655000,127.67,2.57,119.5,120.4,1,0.7478,0.9961,0.0002,112,4655.00,SPXW231227P04655000,0.05,-0.075,0,0.05,1254,0.647,-0.0039,0.0002,1297
Wed Dec 27 2023,SPXW231227C04660000,111.94,-8.16,114.5,115.4,9,0.7197,0.996,0.0003,1016,4660.00,SPXW231227P04660000,0.05,-0.075,0,0.05,1563,0.6221,-0.004,0.0003,7582
Wed Dec 27 2023,SPXW231227C04665000,116.75,1.65,109.5,110.4,6,0.6916,0.9958,0.0003,69,4665.00,SPXW231227P04665000,0.05,-0.1,0,0.05,804,0.5972,-0.0042,0.0003,860
Wed Dec 27 2023,SPXW231227C04670000,102.27,-7.83,104.5,105.4,12,0.6634,0.9956,0.0003,66,4670.00,SPXW231227P04670000,0.05,-0.125,0,0.05,2793,0.5722,-0.0044,0.0003,1290
Wed Dec 27 2023,SPXW231227C04675000,108,2.85,99.6,100.4,27,0.635,0.9954,0.0003,225,4675.00,SPXW231227P04675000,0.05,-0.125,0,0.05,3003,0.5471,-0.0046,0.0003,3932
Wed Dec 27 2023,SPXW231227C04680000,92.8,-7.3,94.7,95.4,63,0.5627,0.9952,0.0004,109,4680.00,SPXW231227P04680000,0.05,-0.125,0,0.05,2141,0.522,-0.0048,0.0004,1948
Wed Dec 27 2023,SPXW231227C04685000,91.7,-3.4,89.7,90.4,2,0.5781,0.995,0.0004,52,4685.00,SPXW231227P04685000,0.05,-0.125,0,0.05,1397,0.4968,-0.005,0.0004,1770
Wed Dec 27 2023,SPXW231227C04690000,92.41,2.26,84.7,85.4,20,0.5494,0.9947,0.0005,141,4690.00,SPXW231227P04690000,0.05,-0.125,0.05,0.1,1645,0.4715,-0.0053,0.0005,2204
Wed Dec 27 2023,SPXW231227C04695000,89.74,4.49,79.7,80.4,43,0.5207,0.9943,0.0005,127,4695.00,SPXW231227P04695000,0.05,-0.15,0,0.1,2214,0.4461,-0.0057,0.0005,2155
Wed Dec 27 2023,SPXW231227C04700000,72.28,-7.97,74.6,75.4,123,0.4918,0.9938,0.0006,2170,4700.00,SPXW231227P04700000,0.05,-0.175,0.05,0.1,4019,0.4734,-0.0062,0.0006,6538
Wed Dec 27 2023,SPXW231227C04705000,76.55,1.35,69.6,70.4,28,0.4273,0.9932,0.0007,170,4705.00,SPXW231227P04705000,0.1,-0.125,0.05,0.1,3058,0.4452,-0.0068,0.0007,6970
Wed Dec 27 2023,SPXW231227C04710000,73.69,3.49,64.6,65.4,34,0.4334,0.9922,0.0008,187,4710.00,SPXW231227P04710000,0.07,-0.18,0.05,0.1,4301,0.4169,-0.0078,0.0008,3175
Wed Dec 27 2023,SPXW231227C04715000,68.58,3.38,59.6,60.4,114,0.4263,0.9908,0.001,354,4715.00,SPXW231227P04715000,0.1,-0.175,0.05,0.1,2549,0.3883,-0.0092,0.001,1870
Wed Dec 27 2023,SPXW231227C04720000,61.44,1.14,54.6,55.5,134,0.3954,0.9887,0.0012,342,4720.00,SPXW231227P04720000,0.1,-0.225,0.05,0.15,5523,0.3845,-0.0113,0.0012,2610
Wed Dec 27 2023,SPXW231227C04725000,45.8,-9.65,49.8,50.5,96,0.3642,0.9855,0.0016,386,4725.00,SPXW231227P04725000,0.15,-0.25,0.1,0.15,7718,0.354,-0.0145,0.0016,2253
Wed Dec 27 2023,SPXW231227C04730000,40.8,-9.6,44.8,45.5,223,0.3475,0.9806,0.0022,816,4730.00,SPXW231227P04730000,0.1,-0.375,0.1,0.15,10633,0.3397,-0.0194,0.0022,3424
Wed Dec 27 2023,SPXW231227C04735000,35.22,-10.38,39.7,40.5,168,0.3263,0.9733,0.003,305,4735.00,SPXW231227P04735000,0.2,-0.425,0.15,0.2,12995,0.3201,-0.0267,0.003,2546
Wed Dec 27 2023,SPXW231227C04740000,32,-8.8,34.9,35.6,259,0.3105,0.9624,0.0042,443,4740.00,SPXW231227P04740000,0.3,-0.5,0.25,0.3,17228,0.2966,-0.0376,0.0042,3581
Wed Dec 27 2023,SPXW231227C04745000,28.55,-7.5,30,30.7,346,0.2814,0.9464,0.0058,777,4745.00,SPXW231227P04745000,0.35,-0.75,0.35,0.4,21594,0.2774,-0.0536,0.0058,2901
Wed Dec 27 2023,SPXW231227C04750000,25.31,-6.09,25.2,25.8,2191,0.2613,0.9232,0.0082,1831,4750.00,SPXW231227P04750000,0.5,-1,0.45,0.5,38201,0.2583,-0.0768,0.0082,3144
Wed Dec 27 2023,SPXW231227C04755000,19,-7.95,20.3,20.9,1130,0.2388,0.8892,0.0115,922,4755.00,SPXW231227P04755000,0.7,-1.35,0.65,0.75,42009,0.2364,-0.1108,0.0115,2354
Wed Dec 27 2023,SPXW231227C04760000,16,-6.85,15.6,16.2,5515,0.2186,0.838,0.0161,3331,4760.00,SPXW231227P04760000,1.05,-1.75,1,1.1,58601,0.2152,-0.162,0.0161,2045
Wed Dec 27 2023,SPXW231227C04765000,11.6,-7.15,11.3,11.8,7136,0.1975,0.7602,0.022,884,4765.00,SPXW231227P04765000,1.61,-2.24,1.6,1.7,53776,0.1974,-0.2398,0.022,1963
Wed Dec 27 2023,SPXW231227C04770000,7.6,-7.6,7.7,7.8,22904,0.1842,0.6467,0.0282,1453,4770.00,SPXW231227P04770000,2.75,-2.45,2.65,2.8,64009,0.1841,-0.3533,0.0282,1748
Wed Dec 27 2023,SPXW231227C04775000,4.4,-7.6,4.5,4.6,38464,0.1763,0.4989,0.0319,2098,4775.00,SPXW231227P04775000,4.6,-2.4,4.5,4.7,52452,0.1744,-0.5011,0.0319,1678
Wed Dec 27 2023,SPXW231227C04780000,2.45,-6.75,2.35,2.4,65549,0.1707,0.3383,0.0303,4120,4780.00,SPXW231227P04780000,7.5,-1.7,7.3,7.5,33022,0.1685,-0.6617,0.0303,1171
Wed Dec 27 2023,SPXW231227C04785000,1.05,-5.85,1.05,1.1,73845,0.1671,0.1995,0.0235,2998,4785.00,SPXW231227P04785000,11.2,-0.7,11,11.3,13281,0.1626,-0.8005,0.0235,717
Wed Dec 27 2023,SPXW231227C04790000,0.45,-4.5,0.4,0.45,76210,0.1689,0.1058,0.0152,5326,4790.00,SPXW231227P04790000,15.5,0.6,15.2,15.8,9189,0.1687,-0.8942,0.0152,455
Wed Dec 27 2023,SPXW231227C04795000,0.23,-3.22,0.2,0.25,41506,0.1808,0.0548,0.0089,4736,4795.00,SPXW231227P04795000,24.36,5.86,19.9,20.6,3668,0.1673,-0.9452,0.0089,134
Wed Dec 27 2023,SPXW231227C04800000,0.15,-2.2,0.1,0.15,44920,0.1955,0.0303,0.0052,8717,4800.00,SPXW231227P04800000,25.2,2.75,24.9,25.5,5917,0.1881,-0.9697,0.0052,6100
